Evasao,Genero,Idoso,Possui_Parceiro,Possui_Dependentes,Meses_Contrato,Servico_Telefone,Multiplas_Linhas,Tipo_Internet,Seguranca_Online,Backup_Online,Protecao_Dispositivo,Suporte_Tecnico,Streaming_TV,Streaming_Filmes,Tipo_Contrato,Fatura_Digital,Metodo_Pagamento,Fatura_Mensal,Fatura_Diaria
0,Male,0,1,0,62,0,0,DSL,0,0,0,1,1,0,Two year,1,Bank transfer (automatic),39.0,1.3
1,Male,0,1,1,69,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),99.45,3.315
0,Male,0,1,1,26,1,0,DSL,0,0,1,0,0,0,One year,0,Mailed check,50.35,1.6783333333333337
0,Female,0,1,1,40,0,0,DSL,0,1,0,0,1,1,Month-to-month,1,Electronic check,50.85,1.695
0,Female,0,1,0,33,1,0,DSL,0,0,0,1,0,0,One year,1,Mailed check,51.45,1.715
0,Female,0,1,1,72,1,1,DSL,1,1,1,1,0,1,Two year,0,Bank transfer (automatic),80.85,2.695
0,Female,0,0,0,3,1,0,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,54.2,1.8066666666666669
1,Male,0,0,0,18,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,49.4,1.6466666666666667
0,Female,1,1,0,68,1,0,DSL,0,1,1,1,0,0,One year,1,Bank transfer (automatic),60.65,2.0216666666666665
0,Female,0,0,1,19,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Mailed check,48.8,1.6266666666666665
0,Male,1,0,1,7,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.75,1.525
1,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.1,0.67
0,Male,1,0,1,56,1,0,Fiber optic,1,0,0,0,1,1,One year,0,Credit card (automatic),94.8,3.16
1,Female,0,0,0,7,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.0,0.6666666666666666
1,Male,0,0,0,5,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Bank transfer (automatic),96.5,3.216666666666667
0,Female,1,1,0,66,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.8,3.36
0,Male,0,0,1,7,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.45,0.6483333333333333
0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.05,0.635
0,Male,1,0,0,8,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.7,2.3233333333333333
0,Female,0,1,1,62,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Credit card (automatic),106.05,3.535
0,Female,0,1,0,56,1,1,Fiber optic,0,1,1,1,0,0,Month-to-month,0,Electronic check,90.55,3.018333333333333
0,Female,0,0,0,41,1,1,No,0,0,0,0,0,0,One year,1,Mailed check,24.85,0.8283333333333334
0,Male,0,0,0,57,1,0,DSL,1,0,1,0,1,1,Two year,1,Bank transfer (automatic),74.35,2.478333333333333
1,Female,0,1,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.8,0.8266666666666667
0,Female,0,0,0,38,1,0,Fiber optic,0,0,0,0,1,1,One year,1,Mailed check,89.1,2.97
1,Male,0,1,0,11,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.95,2.498333333333333
0,Female,0,0,0,26,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),69.05,2.3016666666666667
0,Female,0,1,1,72,1,0,DSL,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),80.45,2.681666666666666
0,Male,1,1,0,30,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,101.5,3.3833333333333333
1,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.55,0.6516666666666667
1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.85,2.3616666666666664
0,Female,0,1,1,68,1,1,DSL,1,1,1,1,0,1,One year,1,Electronic check,78.45,2.615
0,Female,1,1,0,63,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,103.5,3.45
0,Male,0,1,1,60,1,0,DSL,1,1,0,1,1,1,Month-to-month,1,Credit card (automatic),79.05,2.635
0,Male,0,1,1,19,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.6,0.6866666666666668
1,Female,0,1,1,12,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.8,0.66
1,Female,0,0,0,41,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),70.25,2.341666666666667
0,Female,0,0,1,25,1,0,DSL,0,1,0,1,0,0,One year,1,Credit card (automatic),54.75,1.825
0,Female,0,0,0,71,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),113.15,3.771666666666667
1,Male,0,1,0,56,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.15,0.8383333333333333
0,Female,0,1,1,8,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),21.05,0.7016666666666667
0,Male,0,0,0,20,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),70.55,2.3516666666666666
0,Male,0,0,0,43,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.55,0.6516666666666667
0,Female,0,1,0,17,0,0,DSL,0,1,1,0,0,0,Month-to-month,1,Credit card (automatic),35.65,1.1883333333333332
0,Female,0,1,1,44,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.6,0.6533333333333334
0,Female,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.5,0.65
0,Female,0,1,1,71,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.9,0.6633333333333333
0,Female,0,1,1,72,1,0,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),108.65,3.621666666666667
0,Female,0,0,0,18,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.65,0.6549999999999999
0,Female,1,1,0,67,1,1,Fiber optic,1,1,1,1,0,1,One year,1,Credit card (automatic),105.4,3.5133333333333336
0,Female,0,1,1,56,1,1,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Mailed check,109.6,3.653333333333333
1,Male,0,1,1,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.9,2.33
0,Male,0,1,1,69,1,0,Fiber optic,0,1,0,1,1,0,Two year,1,Mailed check,92.15,3.0716666666666668
0,Male,0,1,1,1,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.85,0.6616666666666667
1,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.15,0.6716666666666666
0,Male,0,1,1,25,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,19.9,0.6633333333333333
1,Female,1,0,0,1,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.05,2.835
0,Male,0,1,0,55,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.7,0.8566666666666667
0,Female,0,1,1,53,1,0,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Bank transfer (automatic),108.25,3.608333333333333
0,Female,0,1,0,59,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.35,0.6783333333333333
1,Male,1,1,0,16,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.75,3.2916666666666665
0,Female,0,0,1,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,71.05,2.368333333333333
0,Female,1,1,0,3,0,0,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,30.75,1.025
0,Male,1,1,0,64,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.65,0.855
0,Female,0,1,1,51,1,0,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),85.5,2.85
1,Male,0,0,1,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),69.75,2.325
0,Female,0,1,1,69,1,0,No,0,0,0,0,0,0,One year,1,Credit card (automatic),20.35,0.6783333333333333
1,Female,0,1,1,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.1,2.303333333333333
0,Male,0,1,0,38,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.4,0.6799999999999999
1,Female,0,0,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.6,0.6533333333333334
0,Male,0,1,1,56,1,1,DSL,1,1,0,1,0,1,Two year,1,Credit card (automatic),75.85,2.5283333333333333
0,Male,0,1,0,63,1,1,DSL,1,1,1,1,0,1,One year,0,Credit card (automatic),80.0,2.6666666666666665
0,Male,1,0,1,11,1,0,DSL,0,1,0,1,0,0,Month-to-month,1,Electronic check,54.55,1.8183333333333327
0,Female,0,1,1,24,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.7,0.6566666666666666
0,Male,0,1,1,72,1,0,Fiber optic,1,1,0,1,1,1,Two year,0,Bank transfer (automatic),105.5,3.5166666666666666
0,Female,0,1,1,69,1,1,Fiber optic,1,1,1,1,1,0,One year,1,Credit card (automatic),105.1,3.503333333333333
0,Female,0,1,1,56,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Credit card (automatic),99.8,3.3266666666666667
1,Male,0,0,0,17,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,76.65,2.555
0,Female,0,1,1,18,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.1,0.8366666666666667
0,Male,0,0,0,11,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.55,0.6516666666666667
0,Female,0,1,1,45,0,0,DSL,0,1,1,1,0,1,One year,0,Bank transfer (automatic),51.0,1.7
1,Female,1,0,0,47,1,1,Fiber optic,0,1,0,1,1,0,Month-to-month,1,Electronic check,95.05,3.168333333333333
0,Female,0,1,0,61,1,1,Fiber optic,0,1,0,0,1,1,Two year,1,Bank transfer (automatic),101.05,3.368333333333333
0,Female,0,1,1,66,1,1,Fiber optic,0,0,0,0,0,0,One year,1,Bank transfer (automatic),74.25,2.475
0,Female,0,0,0,42,1,0,DSL,1,0,1,0,0,0,Month-to-month,0,Credit card (automatic),54.55,1.8183333333333327
0,Female,0,1,1,55,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.4,0.6466666666666666
0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),19.25,0.6416666666666667
0,Female,0,1,0,68,0,0,DSL,1,0,1,0,1,1,One year,1,Electronic check,54.4,1.8133333333333328
0,Female,0,1,1,1,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.35,0.6783333333333333
0,Male,0,1,0,17,0,0,DSL,0,1,0,0,1,1,Month-to-month,1,Mailed check,49.8,1.66
0,Female,0,1,0,15,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,51.1,1.7033333333333334
0,Male,0,1,1,28,1,1,DSL,0,1,0,0,0,1,Month-to-month,0,Electronic check,64.4,2.146666666666667
0,Male,1,1,0,28,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Electronic check,105.8,3.5266666666666664
0,Male,0,1,1,40,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.6,0.6533333333333334
0,Female,0,0,0,63,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,0,Credit card (automatic),108.25,3.608333333333333
1,Female,1,0,0,15,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Electronic check,89.85,2.995
1,Female,0,1,0,14,1,0,Fiber optic,1,1,0,1,1,1,One year,0,Mailed check,105.95,3.5316666666666667
1,Male,0,0,1,54,1,1,DSL,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),55.0,1.8333333333333333
0,Male,0,0,0,39,1,0,Fiber optic,1,0,1,0,1,1,Two year,1,Electronic check,100.45,3.3483333333333336
0,Female,0,1,1,48,0,0,DSL,1,1,0,1,0,0,Two year,0,Mailed check,39.4,1.3133333333333332
1,Female,0,0,0,16,1,0,DSL,0,1,0,1,0,0,Month-to-month,1,Mailed check,53.9,1.7966666666666666
0,Female,0,0,1,44,1,1,DSL,0,1,0,0,1,1,One year,1,Mailed check,77.55,2.585
1,Male,0,1,1,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.65,2.355
0,Male,0,1,0,69,1,0,DSL,1,1,0,0,0,0,One year,1,Credit card (automatic),53.65,1.788333333333333
0,Female,1,0,0,49,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,43.8,1.46
0,Female,0,0,0,24,1,1,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),24.6,0.8200000000000001
0,Male,1,1,0,71,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),23.95,0.7983333333333333
0,Male,0,1,1,61,1,0,Fiber optic,0,1,0,1,1,1,One year,1,Bank transfer (automatic),98.45,3.2816666666666667
0,Female,0,0,0,18,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.1,0.67
0,Male,0,1,0,27,1,0,DSL,0,1,0,1,0,0,Month-to-month,1,Electronic check,53.8,1.7933333333333332
0,Female,0,1,1,64,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,111.45,3.715
0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.85,0.6616666666666667
0,Female,0,1,1,50,1,1,DSL,0,1,1,1,1,1,One year,1,Credit card (automatic),84.15,2.805
0,Female,0,1,0,30,1,0,DSL,0,1,1,1,0,1,One year,0,Bank transfer (automatic),70.25,2.341666666666667
0,Male,0,0,0,57,0,0,DSL,0,0,1,1,1,1,Two year,0,Credit card (automatic),53.35,1.778333333333333
0,Female,0,0,0,17,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,24.8,0.8266666666666667
0,Female,0,0,0,51,1,0,Fiber optic,0,0,0,0,1,1,One year,0,Credit card (automatic),87.55,2.918333333333333
1,Male,0,0,0,2,0,0,DSL,0,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),29.85,0.995
1,Female,0,0,0,2,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.7,2.856666666666667
0,Female,0,1,1,60,1,1,Fiber optic,1,1,0,0,1,0,One year,0,Bank transfer (automatic),94.15,3.1383333333333336
1,Female,0,1,1,67,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),108.75,3.625
0,Male,0,0,0,33,0,0,DSL,0,1,0,0,1,0,One year,1,Electronic check,39.1,1.3033333333333337
0,Male,0,0,0,38,1,0,DSL,1,1,0,1,1,0,One year,0,Mailed check,70.6,2.353333333333333
0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.75,0.6583333333333333
1,Male,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.95,2.498333333333333
0,Female,0,1,1,16,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,20.4,0.6799999999999999
0,Male,1,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),109.75,3.658333333333333
0,Male,0,1,1,41,1,1,DSL,1,1,1,0,1,0,Month-to-month,1,Credit card (automatic),74.55,2.485
0,Female,0,1,1,65,1,1,Fiber optic,1,0,1,1,1,1,Two year,0,Electronic check,109.3,3.643333333333333
0,Female,0,1,1,72,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.55,0.6516666666666667
0,Female,1,1,0,67,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),20.05,0.6683333333333333
0,Male,0,0,0,49,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Bank transfer (automatic),106.65,3.555
0,Male,0,1,0,19,1,1,Fiber optic,1,1,0,1,0,0,Month-to-month,1,Credit card (automatic),88.8,2.96
0,Female,0,1,0,69,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Bank transfer (automatic),85.4,2.8466666666666667
0,Male,0,1,0,47,1,1,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.4,0.8466666666666666
0,Male,0,1,1,53,1,1,DSL,1,1,0,0,0,1,Two year,0,Bank transfer (automatic),69.7,2.3233333333333333
0,Female,0,1,0,27,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Bank transfer (automatic),90.15,3.0050000000000003
0,Female,0,0,0,11,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,89.2,2.9733333333333336
0,Female,0,1,1,28,1,1,Fiber optic,0,0,0,1,0,1,One year,1,Electronic check,90.45,3.015
0,Male,0,1,1,53,1,1,DSL,1,1,0,1,0,0,One year,0,Bank transfer (automatic),64.15,2.1383333333333336
0,Female,0,0,0,19,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),20.25,0.675
0,Male,0,0,0,3,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.45,0.6483333333333333
0,Female,0,1,0,23,1,0,DSL,0,0,0,1,1,0,One year,0,Bank transfer (automatic),60.0,2.0
1,Male,0,1,0,10,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.95,2.665
0,Male,0,1,1,63,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),89.4,2.98
1,Female,0,0,0,38,1,0,Fiber optic,1,1,1,0,0,0,Month-to-month,1,Credit card (automatic),83.9,2.796666666666667
0,Male,0,1,0,61,0,0,DSL,1,0,1,1,1,1,Two year,1,Mailed check,62.15,2.0716666666666668
0,Female,0,1,0,27,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Credit card (automatic),95.0,3.1666666666666665
0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.65,0.6549999999999999
1,Male,0,0,0,13,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,91.1,3.036666666666666
1,Male,0,0,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,73.6,2.453333333333333
0,Female,1,0,0,4,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.45,2.481666666666667
0,Female,1,0,0,8,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,85.2,2.8400000000000003
0,Female,0,1,0,12,1,0,DSL,1,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),54.2,1.8066666666666669
1,Female,0,0,0,7,1,0,DSL,0,0,0,1,1,0,Month-to-month,1,Mailed check,59.5,1.9833333333333332
0,Female,0,1,0,56,1,0,Fiber optic,1,0,1,0,0,0,Two year,0,Bank transfer (automatic),80.3,2.6766666666666667
0,Female,0,1,1,52,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,23.05,0.7683333333333333
1,Male,0,1,1,23,1,1,DSL,0,0,0,0,0,0,One year,1,Credit card (automatic),48.35,1.6116666666666668
0,Male,0,1,1,20,1,0,DSL,0,0,1,0,0,0,Month-to-month,1,Electronic check,49.6,1.653333333333333
0,Male,0,1,1,68,0,0,DSL,1,1,1,1,0,1,Two year,1,Mailed check,56.4,1.88
0,Male,0,0,0,3,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Mailed check,86.05,2.868333333333333
1,Female,0,0,0,6,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Bank transfer (automatic),49.65,1.655
0,Male,0,1,0,50,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.55,0.685
0,Male,0,0,0,60,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),89.9,2.996666666666667
0,Female,0,0,0,4,0,0,DSL,1,0,1,1,0,1,Month-to-month,0,Mailed check,48.25,1.6083333333333334
0,Male,0,0,0,45,1,1,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Credit card (automatic),108.45,3.615
0,Male,0,1,1,25,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,75.5,2.5166666666666666
0,Male,1,1,0,43,1,0,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),100.55,3.3516666666666666
1,Female,0,1,1,12,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.0,0.6333333333333333
0,Female,0,0,0,9,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.85,2.5616666666666665
0,Female,0,0,0,62,1,0,DSL,1,0,0,1,0,1,Two year,1,Mailed check,65.1,2.17
0,Male,0,1,1,40,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),20.4,0.6799999999999999
0,Male,0,0,1,6,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,26.35,0.8783333333333334
0,Male,0,1,1,20,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.05,0.6683333333333333
0,Male,1,0,0,16,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,78.75,2.625
0,Female,0,1,1,8,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,19.8,0.66
1,Female,0,0,0,2,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,49.6,1.653333333333333
0,Female,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),91.15,3.0383333333333336
1,Male,0,1,1,50,1,1,Fiber optic,1,0,1,0,1,1,Month-to-month,0,Credit card (automatic),105.95,3.5316666666666667
0,Male,0,0,0,21,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,75.3,2.51
0,Female,0,1,0,64,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Electronic check,115.0,3.8333333333333335
0,Male,0,0,0,3,1,1,DSL,0,0,0,1,1,0,Month-to-month,1,Mailed check,65.25,2.175
0,Male,0,0,0,58,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),19.15,0.6383333333333333
1,Male,1,0,0,14,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Credit card (automatic),90.45,3.015
0,Female,0,0,0,18,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.55,0.6516666666666667
0,Female,0,0,0,67,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,26.1,0.87
1,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.1,0.67
0,Male,0,1,0,61,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.45,0.8483333333333333
0,Male,0,0,0,52,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.65,0.6549999999999999
0,Female,0,1,0,14,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.4,0.6799999999999999
0,Female,0,1,1,43,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Mailed check,50.2,1.6733333333333331
0,Male,0,1,1,52,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,24.8,0.8266666666666667
1,Male,0,0,0,2,1,1,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,54.4,1.8133333333333328
0,Female,1,0,0,4,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,80.25,2.675
1,Female,1,0,0,31,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,99.95,3.3316666666666666
0,Male,0,1,1,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.45,0.6483333333333333
0,Female,1,0,0,27,1,1,Fiber optic,1,1,1,0,1,1,One year,1,Bank transfer (automatic),110.5,3.683333333333333
1,Male,0,0,0,4,1,0,DSL,0,0,0,0,0,1,Month-to-month,0,Electronic check,54.3,1.81
0,Male,1,0,0,23,0,0,DSL,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),34.65,1.155
1,Female,0,1,0,9,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),75.75,2.525
1,Male,0,0,0,55,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.8,3.2266666666666666
0,Female,0,1,0,49,0,0,DSL,0,1,0,1,1,1,One year,1,Credit card (automatic),56.3,1.8766666666666665
0,Female,0,1,0,71,1,1,DSL,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),80.45,2.681666666666666
0,Male,0,1,0,59,1,0,DSL,1,1,1,0,1,0,One year,0,Credit card (automatic),66.4,2.2133333333333334
1,Female,1,1,0,68,1,1,Fiber optic,1,1,0,0,0,1,One year,1,Credit card (automatic),96.55,3.2183333333333333
0,Female,0,1,0,64,1,1,DSL,1,1,1,1,0,1,Two year,1,Mailed check,81.3,2.71
0,Female,0,1,1,72,1,1,DSL,1,0,1,1,0,0,Two year,0,Bank transfer (automatic),66.85,2.228333333333333
1,Female,1,1,0,16,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),85.35,2.845
0,Male,0,1,1,44,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.0,0.6666666666666666
0,Female,0,1,1,30,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.7,0.6566666666666666
1,Male,1,0,0,12,0,0,DSL,0,0,1,1,0,1,Month-to-month,1,Electronic check,43.65,1.4549999999999998
0,Male,0,0,0,39,1,1,DSL,0,0,0,1,0,0,Two year,1,Credit card (automatic),53.85,1.7950000000000002
0,Male,0,1,1,15,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.65,0.6549999999999999
1,Female,1,0,0,4,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,88.85,2.9616666666666664
0,Male,1,0,0,70,0,0,DSL,0,1,1,0,1,0,One year,1,Credit card (automatic),44.05,1.4683333333333333
1,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,79.9,2.6633333333333336
0,Male,0,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),110.6,3.6866666666666665
0,Female,0,1,1,72,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,20.7,0.69
0,Female,0,0,0,35,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,21.1,0.7033333333333334
0,Male,1,1,1,68,1,1,Fiber optic,0,0,1,1,1,1,One year,1,Credit card (automatic),107.15,3.5716666666666668
0,Male,0,1,1,71,1,1,Fiber optic,0,1,0,1,0,0,Two year,1,Electronic check,84.8,2.8266666666666667
0,Female,0,1,1,70,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.7,0.8233333333333334
0,Male,0,1,1,29,0,0,DSL,1,1,1,1,0,1,One year,1,Credit card (automatic),55.35,1.845
0,Male,0,0,0,66,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.35,0.645
0,Male,1,0,0,20,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,89.95,2.998333333333333
0,Female,0,1,1,55,1,0,Fiber optic,0,0,0,0,0,0,Two year,1,Credit card (automatic),69.05,2.3016666666666667
0,Male,0,1,0,9,1,0,DSL,0,0,1,0,1,1,Month-to-month,1,Mailed check,70.05,2.335
1,Female,1,0,0,2,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,78.55,2.618333333333333
0,Female,0,1,0,72,1,1,Fiber optic,0,0,1,0,1,1,Two year,1,Electronic check,97.85,3.2616666666666663
0,Female,0,0,1,49,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.45,0.6816666666666666
